ticker,year,paid_next,dps_next,p_hat,dps_hat
1332,2016,1,3.5,0.9382501353702764,7.241596383721122
1333,2016,1,45.0,0.9374954090462786,31.6520900716336
1605,2016,1,9.0,0.9606843917359389,10.029875781917797
1721,2016,1,20.0,0.9904082554083954,20.392909036194425
1801,2016,1,12.0,0.9947630589348004,7.782055051522451
1802,2016,1,19.0,0.985631915004043,13.388765417679197
1803,2016,1,21.0,0.9946320393712398,12.309527730850858
1808,2016,1,30.0,0.9834897557286396,15.032868943286063
1812,2016,1,13.0,0.9853716875819609,8.951902258542464
1925,2016,1,52.0,0.9972792273002767,25.107963912105255
1928,2016,1,32.0,0.9998861947288418,23.867278383909618
1963,2016,1,30.0,0.9918919753302191,18.85409525692144
2002,2016,1,13.0,0.9973068706198305,14.43573451434408
2212,2016,1,23.0,0.9835239479273368,19.73269920746541
2267,2016,1,16.0,0.9970815385515194,30.51040424134199
2269,2016,1,65.0,0.9924603439639338,41.48754988237671
2282,2016,1,52.0,0.9928194229210857,27.451945808183982
2413,2016,1,10.0,0.9785475118956226,14.56537773589285
2432,2016,1,32.0,0.9904909915485366,20.143418490412486
2501,2016,1,40.0,0.9960008319712944,31.404838269696974
2502,2016,1,45.0,0.9949603439639338,33.27170614735148
2503,2016,1,25.5,0.984973707750894,24.113615131587103
2531,2016,1,13.0,0.9882421021291025,9.950261332464951
2768,2016,1,4.0,0.9227967757186025,3.6072205928694165
2801,2016,1,18.0,0.9945815385515193,24.827137424309452
2802,2016,1,15.0,0.9923861947288418,27.641337329986296
2871,2016,1,16.0,0.9948068706198305,13.923519990252236
2914,2016,1,70.0,0.9871342811616322,49.62754544308235
3088,2016,1,50.0,0.9881548156945081,34.43725122593758
3092,2016,1,16.0,0.9338124999999999,44.984617092340784
3099,2016,1,6.0,0.9879482912978372,11.152413981097117
3101,2016,1,3.5,0.9477267929975264,4.087027285805421
3103,2016,0,0.0,0.5191236467252792,4.7103819940228915
3105,2016,1,15.0,0.9756155528457731,10.022503991731643
3231,2016,1,35.0,0.9900714470398431,21.48579874093196
3289,2016,1,6.5,0.9807101208688923,10.088693992567427
3382,2016,1,45.0,0.9973861947288418,29.855492691202898
3401,2016,1,30.0,0.9800485686312088,9.364317663616763
3402,2016,1,7.0,0.9936775433293507,6.356617805673857
3405,2016,1,22.0,0.9974603439639338,18.095596898145644
3407,2016,1,14.0,0.992425850764908,9.757467106288201
3436,2016,1,18.0,0.9756608611180007,5.103645703779411
3659,2016,0,0.0,0.873176203080932,12.936601568503058
3861,2016,1,5.0,0.9165124685077327,4.77952793743992
3863,2016,1,30.0,0.793570104165737,28.082467760280895
3865,2016,1,6.0,0.978305985641774,5.800950452642716
4004,2016,1,50.0,0.6494355498773472,20.526409199917506
4005,2016,1,7.0,0.987550562879558,8.172019381507406
4021,2016,1,28.0,0.9948068706198305,30.879154329465816
4041,2016,1,6.0,0.969345998742334,7.331393951576592
4042,2016,1,16.5,0.9827222100052417,9.649732742056639
4043,2016,0,0.0,0.6399247551656464,4.183281667191362
4061,2016,1,7.0,0.9898068706198305,6.297508722292209
4063,2016,1,60.0,0.9998861947288418,61.80209378933848
4151,2016,1,14.5,0.9995815385515193,14.057411239246328
4183,2016,1,9.0,0.9735608265302605,4.335314337987386
4188,2016,1,12.0,0.9801819105169897,10.810890705238108
4208,2016,1,6.0,0.9730536119091076,4.637516488424091
4272,2016,1,17.5,0.9973068706198305,13.90597480222115
4324,2016,1,45.0,0.9822451614746851,55.11026149534575
4452,2016,1,56.0,0.9995454486743225,54.71710549391784
4502,2016,1,90.0,0.9779993917386787,61.61206562024258
4503,2016,1,17.0,0.9773861947288418,23.718591823215792
4506,2016,1,11.0,0.9970060698511698,12.962282942339918
4507,2016,1,38.0,0.9949603439639338,36.36658711151482
4519,2016,1,33.0,0.9925396191621217,24.688390501323838
4523,2016,1,80.0,0.9947327213847384,47.690651657714426
4543,2016,1,22.0,0.9898861947288418,21.782667262597766
4568,2016,1,35.0,0.9724603439639339,21.198154199152825
4578,2016,1,50.0,0.9974750272161514,60.54239516753508
4689,2016,1,8.86,0.9773861947288418,14.210218628045919
4704,2016,1,149.0,0.9910299888994004,103.49859448352109
4751,2016,1,32.0,0.9887728439639338,47.911708927280856
4755,2016,1,4.5,0.9798848752635843,4.983314277644974
4901,2016,1,35.0,0.9973861947288418,33.43045773555184
4902,2016,1,15.0,0.9905830764050783,13.351263736731244
4911,2016,1,15.0,0.9970073893164273,23.287241117535
5019,2016,1,25.0,0.8449241421186849,17.828446439813547
5020,2016,1,8.0,0.7922520322756309,6.992369453818776
5101,2016,1,31.0,0.985143877087268,25.474958004043206
5108,2016,1,80.0,0.9973861947288418,59.547262469142375
5201,2016,1,55.0,0.9867876154557673,7.259286931333972
5202,2016,0,0.0,0.260560577698142,5.105000415138306
5214,2016,1,50.0,0.9769327853929073,5.996724498811186
5232,2016,1,5.0,0.989819959625066,4.736855536900353
5233,2016,1,3.0,0.9526774517155506,4.506097205274708
5301,2016,1,6.0,0.9550202754707832,3.8469098226746055
5332,2016,1,34.0,0.9995815385515193,37.17249818587274
5333,2016,1,20.0,0.9924603439639338,21.446380163137732
