ticker,year,paid_next,dps_next,p_hat,dps_hat
1332,2016,1,3.5,0.6929109535977788,5.426418899335935
1333,2016,1,45.0,0.8607663423392088,29.97589925190312
1605,2016,1,9.0,0.8413326328130252,9.66790354156023
1721,2016,1,20.0,0.9782863946942074,24.727611325308235
1801,2016,1,12.0,0.938696987469191,8.547833553306035
1802,2016,1,19.0,0.9180181618972936,13.500672987524236
1803,2016,1,21.0,0.9193583718173441,11.925361278551765
1808,2016,1,30.0,0.902607410252327,17.981683381838028
1812,2016,1,13.0,0.9194909434128804,8.934654625695368
1925,2016,1,52.0,0.9503485280860633,37.06034687163914
1928,2016,1,32.0,0.9703803675232682,30.59632303070508
1963,2016,1,30.0,0.9727525754666232,28.144221201314885
2002,2016,1,13.0,0.96636040441198,15.808559326457218
2212,2016,1,23.0,0.955830755114939,20.776038867672263
2267,2016,1,16.0,0.9618411181677962,24.328617852733043
2269,2016,1,65.0,0.9753599696598397,60.77726338891785
2282,2016,1,52.0,0.9813485675943728,36.227653426733276
2413,2016,1,10.0,0.9665299822804052,14.305512623575543
2432,2016,1,32.0,0.9560247514057361,27.010904740658024
2501,2016,1,40.0,0.9189240634304053,41.439008493224804
2502,2016,1,45.0,0.9545838037399629,28.62230767352169
2503,2016,1,25.5,0.9214472019301967,17.50495050921007
2531,2016,1,13.0,0.9618641980809586,11.401546053144541
2768,2016,1,4.0,0.8229874148030984,3.8429739765450153
2801,2016,1,18.0,0.9637183295688933,27.424272662762096
2802,2016,1,15.0,0.9508845556884141,22.610351596656574
2871,2016,1,16.0,0.9776663154481899,15.560621748763802
2914,2016,1,70.0,0.925203816537177,46.79975473299277
3088,2016,1,50.0,0.968762092873992,35.956527513756534
3092,2016,1,16.0,0.9662758648429285,16.275442744984268
3099,2016,1,6.0,0.9182139368983987,9.012277941031755
3101,2016,1,3.5,0.9244587179279361,4.258796107628201
3103,2016,0,0.0,0.1840612000443075,2.9574774990634656
3105,2016,1,15.0,0.9568469912149167,10.273189378357106
3231,2016,1,35.0,0.9364298682460193,23.96997269955773
3289,2016,1,6.5,0.934081336616618,7.318254278041911
3382,2016,1,45.0,0.9640606789362967,37.81045323061832
3401,2016,1,30.0,0.8837395497723581,12.447162291247183
3402,2016,1,7.0,0.9516262276160187,7.779127271620759
3405,2016,1,22.0,0.9856499409841765,21.99899145564838
3407,2016,1,14.0,0.9586659333620512,9.194809769378214
3436,2016,1,18.0,0.8746354535736772,7.957586110060156
3659,2016,0,0.0,0.43047459047071734,12.851424369800018
3861,2016,1,5.0,0.8181255539060416,5.108570281502017
3863,2016,1,30.0,0.818237890249821,29.238314406340162
3865,2016,1,6.0,0.9084047322334671,6.130394715738895
4004,2016,1,50.0,0.4060234672825519,20.336907313315255
4005,2016,1,7.0,0.918104006446555,5.351947307908381
4021,2016,1,28.0,0.9776442406025302,31.91188506639853
4041,2016,1,6.0,0.8687129334312744,6.284388258121564
4042,2016,1,16.5,0.9098826650032601,11.20821503064422
4043,2016,0,0.0,0.2089752124870142,2.9938508211541697
4061,2016,1,7.0,0.9603473034497717,7.419451292992564
4063,2016,1,60.0,0.9696856789149586,63.01976065425298
4151,2016,1,14.5,0.9677304442731874,12.115722855876847
4183,2016,1,9.0,0.8853020134393038,4.534694402932541
4188,2016,1,12.0,0.9360108329367508,10.074812618169819
4208,2016,1,6.0,0.8625298417988537,4.594618806632665
4272,2016,1,17.5,0.9593326899082537,14.854815004185978
4324,2016,1,45.0,0.9119690793169847,49.13943470558813
4452,2016,1,56.0,0.9653397219294717,56.0992299346373
4502,2016,1,90.0,0.8859989870916032,40.268176476387865
4503,2016,1,17.0,0.9479630053546255,22.6160221220893
4506,2016,1,11.0,0.9659491712699434,13.436168268393528
4507,2016,1,38.0,0.9724382927226085,37.41224437979769
4519,2016,1,33.0,0.9435410335861778,28.202017734171193
4523,2016,1,80.0,0.9361569986228724,50.82706412267356
4543,2016,1,22.0,0.9750526818692156,22.313438624467977
4568,2016,1,35.0,0.9592094306856289,25.72609475096751
4578,2016,1,50.0,0.960043169832991,52.77822583289162
4689,2016,1,8.86,0.9358686063317231,13.161159930506212
4704,2016,1,149.0,0.9221967023263841,97.88481041833582
4751,2016,1,32.0,0.9752365168208256,51.84940507263682
4755,2016,1,4.5,0.8485772282417793,5.857826864845416
4901,2016,1,35.0,0.9356513538129942,34.92182528252121
4902,2016,1,15.0,0.9509474460587892,10.247106534941413
4911,2016,1,15.0,0.9879705861929358,22.712175319628518
5019,2016,1,25.0,0.6982153635642802,20.661140164853325
5020,2016,1,8.0,0.7718482671858073,5.944072376049339
5101,2016,1,31.0,0.9314827109921628,28.214575338772438
5108,2016,1,80.0,0.9677752324431941,76.85926825583799
5201,2016,1,55.0,0.9403053041310253,7.280440989406406
5202,2016,0,0.0,0.051756946258394894,9.134911559871389
5214,2016,1,50.0,0.8766617454674225,6.794698715407153
5232,2016,1,5.0,0.9257301395800857,4.841715180322827
5233,2016,1,3.0,0.8258565137726177,4.403771373257823
5301,2016,1,6.0,0.7844515747076155,3.972426332008118
5332,2016,1,34.0,0.9868541377314791,55.40123499772111
5333,2016,1,20.0,0.9667379709069052,21.7425317081326
5401,2016,1,45.0,0.9136969959851439,19.672535479086235
5406,2016,0,0.0,0.2401202874631347,4.270973983557428
5411,2016,1,30.0,0.7056676502364191,18.7694424381572
5541,2016,0,0.0,0.09216881859102553,5.247297928249105
5631,2016,1,12.5,0.9474231068147292,6.621641583446053
5703,2016,1,5.0,0.9407399155610519,4.378320787481473
5706,2016,1,7.0,0.8014764249302108,3.386956506026744
5707,2016,1,10.0,0.8440157811765511,6.21749232918309
5711,2016,1,40.0,0.8627731927963544,12.618245268110185
5713,2016,1,6.0,0.8058288436816023,8.625325059588755
5714,2016,1,18.0,0.9673887198781639,16.09017943274833
5715,2016,1,5.0,0.8836409045651875,5.609795199343787
5801,2016,1,55.0,0.8502866828648342,11.062602076801742
5802,2016,1,23.0,0.934941472277587,17.619711078881714
5803,2016,1,5.0,0.8356724776652499,4.966630437711686
5901,2016,1,12.0,0.9495557497034773,11.142238450934368
6028,2016,1,62.79,0.9596806434642104,46.56575292409101
6098,2016,1,65.0,0.9718440276644839,42.22912103189762
6103,2016,1,9.0,0.9713975059378391,12.57509142314375
6113,2016,1,18.0,0.9762230136658111,18.861751032139743
6146,2016,1,291.0,0.9713644074536966,135.28737396085177
6178,2016,1,25.0,0.8845104075901926,15.149426228518651
6273,2016,1,200.0,0.9526208860577821,111.36092241786278
6301,2016,1,29.0,0.9312989650036982,38.786576436169355
6302,2016,1,9.0,0.9619468488901906,8.168875327003377
6305,2016,1,8.0,0.8720319583435228,23.999533614810364
6326,2016,1,17.0,0.966800671767504,17.598224959813713
6361,2016,1,15.0,0.9613028610042115,13.569508207001329
6366,2016,1,6.0,0.8601322117814494,12.88320795837289
6367,2016,1,70.0,0.9605028871135853,73.71055772634828
6471,2016,1,14.0,0.9521222860928235,15.87696489111156
6472,2016,1,5.0,0.7963784289383244,3.9680962121802508
6473,2016,1,21.0,0.9516158131122538,16.981849802943866
6501,2016,1,7.0,0.8941505344285168,7.559102047430241
6503,2016,1,18.0,0.9675638863131176,17.55719404499891
6504,2016,1,6.0,0.9125303182096514,6.268489583361756
6505,2016,1,30.0,0.9013845476990765,13.397062878069704
6506,2016,1,10.0,0.9794726780928875,15.695799967472352
6508,2016,1,4.0,0.8811332036937698,5.875911592196054
6594,2016,1,45.0,0.9665524069024117,47.22870513190485
6645,2016,1,34.0,0.9665856882274125,48.48165751186713
6674,2016,1,7.0,0.9704503742371925,6.2237395403990865
6701,2016,1,6.0,0.8889571124356225,3.7855016162272728
6702,2016,1,5.0,0.879446668468399,6.101517026020002
6703,2016,1,30.0,0.8387312146966854,7.979790587644948
6723,2016,0,0.0,0.4884852555157933,12.488516214139668
6724,2016,1,30.0,0.9517072610574222,35.3336419147846
6752,2016,1,15.0,0.9200897660424122,11.17179816750771
6753,2016,0,0.0,0.11909203503705729,2.494721972959842
6758,2016,1,10.0,0.8099632334873935,16.512992077204412
6762,2016,1,60.0,0.9519883117766516,65.50725601231466
6770,2016,1,15.0,0.9669003257222412,18.732743900429206
6841,2016,1,12.5,0.9563086117913921,18.09036889718769
6857,2016,1,12.0,0.9395811948079122,9.722585568683437
6861,2016,1,75.0,0.9571315230528907,38.26070588137261
6902,2016,1,60.0,0.9332980434894069,59.636673839857984
6920,2016,1,28.0,0.949018896387567,51.969336191866915
6952,2016,1,20.0,0.9387417941633304,17.783969984951657
6954,2016,1,208.98,0.9565934301256026,190.19734131061585
6971,2016,1,60.0,0.9591229451576817,48.31302660812482
6976,2016,1,10.0,0.9588729580281069,12.26032401128962
6981,2016,1,110.0,0.9724642330731804,97.08229328232763
6988,2016,1,75.0,0.9481582171571078,94.38181328791273
7003,2016,1,3.0,0.8210749239516725,2.7275219609181582
7004,2016,1,12.0,0.9087728114773693,8.464392103445942
7011,2016,1,6.0,0.9272985144745438,7.446579789938185
7012,2016,1,2.0,0.8594215464603799,5.642762699558083
7013,2016,0,0.0,0.2593271887264412,2.728010348040154
7201,2016,1,24.0,0.9335795425457818,19.969322394985586
7202,2016,1,16.0,0.9731144350040832,17.973794995162045
7203,2016,1,110.0,0.9574325159785388,79.5118352176663
7205,2016,1,15.0,0.8880482519558601,16.28286512316583
7211,2016,1,5.0,0.8921299295018548,8.249762025964886
7261,2016,1,20.0,0.9067909401956152,19.11773040853471
7267,2016,1,24.0,0.9067789168195726,21.981488228945935
7269,2016,1,27.0,0.9072495719514553,16.378830807322455
7270,2016,1,72.0,0.9495447374427578,57.09653927050157
7272,2016,1,49.0,0.93530658201899,22.592062078969263
7731,2016,1,4.0,0.9572763468667483,18.7598288917432
7733,2016,1,28.0,0.8767430217202458,31.782259832374752
7735,2016,1,87.0,0.960541849077775,22.228350099779327
7741,2016,1,45.0,0.9478361344537528,47.143690411942266
7751,2016,1,85.0,0.9839170693147914,50.79774321146824
7752,2016,1,12.5,0.8577039114620664,14.638092291491176
7762,2016,1,8.5,0.9598146435530911,8.456202171295702
7832,2016,1,70.0,0.965778871553449,46.779608655425406
7911,2016,1,10.0,0.9322427437730568,12.318740791459588
7912,2016,1,16.0,0.9463810073114418,14.73572463473595
7951,2016,1,26.0,0.9742018581385095,42.449148844885926
7974,2016,1,430.0,0.9328216865779426,83.52353405649744
8001,2016,1,27.5,0.9354870286308087,23.996017227468894
8002,2016,1,13.5,0.8724845326313888,12.290851149230905
8015,2016,1,39.0,0.8406332894983755,27.938007807037664
8031,2016,1,30.0,0.745600160028525,25.13120320232588
8035,2016,1,224.0,0.9326061766509698,106.99077690339381
8053,2016,1,25.0,0.8650426218668779,17.475183550655697
8058,2016,1,50.0,0.7843672117689664,19.44912029001948
8233,2016,1,6.0,0.9455063586288805,8.365802109183697
8252,2016,1,17.0,0.9061116193912666,17.58828888717474
8253,2016,1,35.0,0.9202591034697256,32.73394748432946
8267,2016,1,15.0,0.831849351354613,17.17836985424842
8304,2016,1,5.7,0.949727647635843,6.199549874062609
8306,2016,1,9.0,0.9511554298928951,9.111443270841006
8308,2016,1,9.5,0.9447662042334526,10.983126720960879
8309,2016,1,65.0,0.9521026396687693,20.417828716666275
8316,2016,1,75.0,0.9560098020049436,54.750504559611976
8331,2016,1,7.5,0.9394448189460032,6.795673671792361
8354,2016,1,6.5,0.9356131860426273,7.9770857356641205
8411,2016,1,3.75,0.9294371436396645,3.917799500535327
8601,2016,1,13.0,0.9284980220563217,14.274013508094875
8604,2016,1,11.0,0.948482447904631,8.17785119807663
8628,2016,1,20.0,0.9175762908705616,20.570484178462838
8630,2016,1,50.0,0.9431737631060693,41.27193717378657
8697,2016,1,26.0,0.927290893669859,24.052506443552243
8725,2016,1,70.0,0.9741163490470711,42.39565061210336
8750,2016,1,43.0,0.9358532189989623,32.286486743621175
8766,2016,1,72.5,0.9659942550793573,49.452809206155436
8795,2016,1,17.5,0.945413161106623,29.81009582907608
8801,2016,1,18.0,0.9198046095007388,12.64264876374308
8802,2016,1,11.0,0.9687667612709147,10.973556372247183
8804,2016,1,16.0,0.9213019865577369,13.568285169998276
8830,2016,1,13.0,0.9500652206493504,12.632521468074918
9001,2016,1,3.5,0.831718806425271,4.007228519449751
9005,2016,1,4.5,0.8662201755187736,5.38624257132787
9007,2016,1,10.0,0.4746525321655164,7.108263872231081
9008,2016,1,4.5,0.8151269003873655,5.180545196434348
9009,2016,1,8.0,0.8415622744694907,9.895379884858313
9020,2016,1,65.0,0.9224302910599995,61.838777527614965
9021,2016,1,70.0,0.9080915731156236,67.65933269308334
9022,2016,1,70.0,0.9357609568420298,73.3621833551551
9064,2016,1,14.0,0.972604692541667,17.199980134017288
9101,2016,0,0.0,0.7298258619778313,2.88680482164388
9104,2016,0,0.0,0.6729769336943978,3.150177205197594
9107,2016,0,0.0,0.7738529944581942,2.889735423309748
9201,2016,1,94.0,0.9576922823141196,62.58822072088534
9202,2016,1,6.0,0.921487190277888,5.09184199125379
9301,2016,1,8.0,0.972321285946445,7.161924596557369
9412,2016,1,10.0,0.94029300128498,7.58116468915253
9432,2016,1,60.0,0.8996552721939817,62.45414838496108
9433,2016,1,45.0,0.9312394897643287,33.267681173702634
9501,2016,0,0.0,0.11594384910638422,9.412003090810567
9502,2016,1,15.0,0.76389857664242,23.304484187635083
9503,2016,1,25.0,0.26730123066148753,15.370887793573246
9508,2016,1,15.0,0.6566221041380056,11.60200372662725
9531,2016,1,5.5,0.9399551756068276,10.332113338712551
9532,2016,1,5.0,0.9609836353821145,9.276192684555951
9602,2016,1,32.5,0.9695643000468184,19.396676188159336
9735,2016,1,75.0,0.9674926760409357,83.68686391292073
9766,2016,1,41.0,0.9577499644413334,24.05953956457215
9843,2016,1,47.0,0.9730325416344081,67.94086622629483
9983,2016,1,175.0,0.9572268315690401,127.73157075051049
9984,2016,1,22.0,0.9558754651226881,24.792144049475258
1332,2017,1,4.0,0.9574561546007649,5.556086514253005
1333,2017,1,40.0,0.9696874936922361,34.56942314497508
1605,2017,1,9.0,0.9652047834428448,12.463897108492505
1721,2017,1,25.0,0.9972534209799908,31.843607382159167
1801,2017,1,75.0,0.9938439771282566,30.959552439515704
1802,2017,1,14.0,0.9921204137999019,21.912437336530072
1803,2017,1,16.0,0.9915022701068279,17.810405116678893
1808,2017,1,40.0,0.9903238870894402,28.756749148914267
1812,2017,1,14.0,0.987329829620128,13.425472384883392
1925,2017,1,62.0,0.9891673759984593,54.10291677259801
1928,2017,1,40.0,0.9962351149345882,41.28587619064766
1963,2017,1,25.0,0.9354235362690355,15.13255427406102
2002,2017,1,15.0,0.9936353248201129,15.592844479926644
2212,2017,1,20.0,0.985617931254895,19.85239079282289
2267,2017,1,17.0,0.9929096827782568,26.8969759429438
2269,2017,1,72.5,0.9969307942869091,59.69931380369258
2282,2017,1,53.0,0.9938088874504426,30.492994547202997
2413,2017,1,11.0,0.9884197394497727,12.395803912425402
2432,2017,1,32.0,0.9812094154265054,24.184561832198487
2501,2017,1,42.0,0.9871374846218164,40.32640504796049
2502,2017,1,54.0,0.9946097718901574,51.02991088713418
2503,2017,1,27.0,0.9921578564260997,42.891962548288475
2531,2017,1,16.0,0.9831923922252503,11.11646069770406
2768,2017,1,6.0,0.9536098371960493,4.650262651818903
2801,2017,1,17.0,0.9915211491048723,28.18965663875927
2802,2017,1,17.0,0.9896859890846205,17.060724521749542
2871,2017,1,15.0,0.9954150254778243,29.81074661799857
2914,2017,1,75.0,0.994047422360457,54.62324571025669
3088,2017,1,30.0,0.9902751295966903,45.43143517778151
3092,2017,1,17.0,0.9755981640475422,19.09416349704764
3099,2017,1,6.0,0.9853028918360427,7.838490091359111
3101,2017,1,40.0,0.9864646148332472,11.167267119599448
3103,2017,0,0.0,0.12701075065872733,11.017543536297781
3105,2017,1,15.0,0.933008689700962,11.853316547796501
3231,2017,1,35.0,0.9884746647183471,24.681856945739305
3289,2017,1,7.5,0.9870501867287498,7.831971678781266
3382,2017,1,45.0,0.9944723149681183,42.616648509844985
3401,2017,1,30.0,0.9856753077669997,45.93436018558416
3402,2017,1,8.0,0.9953781868460423,8.988996978543515
3405,2017,1,22.0,0.9953310569244814,24.14468019036628
